index_a,index_b
1287_a,435_b
3332_a,435_b
145_a,496_b
339_a,496_b
1256_a,213_b
1256_a,783_b
1256_a,915_b
3547_a,496_b
1343_a,397_b
1343_a,684_b
1343_a,963_b
1343_a,447_b
1343_a,454_b
1343_a,861_b
1778_a,104_b
2014_a,104_b
2783_a,397_b
2783_a,684_b
2783_a,963_b
2783_a,447_b
2783_a,454_b
2783_a,861_b
439_a,634_b
439_a,115_b
439_a,80_b
999_a,634_b
999_a,115_b
999_a,80_b
1463_a,634_b
1463_a,115_b
1463_a,80_b
1886_a,634_b
1886_a,115_b
1886_a,80_b
198_a,155_b
725_a,36_b
725_a,515_b
725_a,788_b
725_a,815_b
2601_a,155_b
3772_a,36_b
3772_a,515_b
3772_a,788_b
3772_a,815_b
1571_a,255_b
1571_a,655_b
1571_a,670_b
1571_a,855_b
1571_a,919_b
1571_a,132_b
1571_a,545_b
1571_a,756_b
1571_a,793_b
505_a,739_b
505_a,281_b
505_a,594_b
505_a,13_b
505_a,868_b
1479_a,739_b
1479_a,281_b
1479_a,594_b
1479_a,13_b
1479_a,868_b
1545_a,739_b
1545_a,281_b
1545_a,594_b
1545_a,13_b
1545_a,868_b
1583_a,739_b
1583_a,281_b
1583_a,594_b
1583_a,13_b
1583_a,868_b
3133_a,206_b
3133_a,651_b
3133_a,829_b
1865_a,15_b
1865_a,574_b
3213_a,15_b
3213_a,574_b
3546_a,15_b
3546_a,574_b
1241_a,753_b
2132_a,753_b
2331_a,753_b
2382_a,450_b
2382_a,501_b
2382_a,754_b
296_a,750_b
296_a,900_b
1744_a,750_b
1744_a,900_b
1783_a,750_b
1783_a,900_b
3169_a,750_b
3169_a,900_b
925_a,507_b
925_a,752_b
2020_a,507_b
2020_a,752_b
2990_a,507_b
2990_a,752_b
3168_a,507_b
3168_a,752_b
1492_a,818_b
1492_a,904_b
1492_a,61_b
1492_a,272_b
1492_a,442_b
2585_a,818_b
2585_a,904_b
2585_a,61_b
2585_a,272_b
2585_a,442_b
2760_a,14_b
2760_a,219_b
2760_a,61_b
2760_a,272_b
2760_a,442_b
910_a,185_b
910_a,216_b
910_a,251_b
910_a,686_b
910_a,864_b
910_a,12_b
910_a,530_b
910_a,19_b
910_a,500_b
910_a,749_b
910_a,2_b
910_a,376_b
910_a,786_b
1176_a,101_b
1176_a,785_b
1176_a,358_b
2675_a,101_b
2675_a,785_b
2675_a,358_b
2712_a,818_b
2712_a,904_b
2931_a,818_b
2931_a,904_b
3095_a,818_b
3095_a,904_b
3656_a,14_b
3656_a,219_b
1824_a,989_b
2153_a,989_b
2239_a,51_b
2239_a,637_b
2239_a,673_b
2239_a,740_b
3824_a,51_b
3824_a,637_b
3824_a,673_b
3824_a,740_b
1126_a,916_b
2632_a,113_b
2632_a,449_b
2632_a,635_b
2632_a,886_b
2967_a,916_b
3407_a,113_b
3407_a,449_b
3407_a,635_b
3407_a,886_b
1144_a,215_b
1144_a,431_b
1144_a,522_b
1144_a,706_b
1630_a,206_b
1630_a,651_b
1630_a,829_b
699_a,16_b
699_a,683_b
699_a,767_b
699_a,891_b
699_a,998_b
1713_a,16_b
1713_a,683_b
1713_a,767_b
1713_a,891_b
1713_a,998_b
1733_a,91_b
2423_a,254_b
2423_a,284_b
2687_a,91_b
3238_a,254_b
3238_a,284_b
1515_a,374_b
1596_a,202_b
1596_a,440_b
1596_a,849_b
2674_a,374_b
3106_a,374_b
47_a,553_b
178_a,553_b
384_a,294_b
384_a,300_b
384_a,639_b
862_a,553_b
278_a,476_b
278_a,976_b
413_a,476_b
413_a,976_b
510_a,476_b
510_a,976_b
1697_a,26_b
577_a,797_b
1274_a,7_b
1274_a,22_b
1274_a,487_b
1918_a,7_b
1918_a,22_b
1918_a,487_b
2915_a,797_b
1720_a,462_b
1720_a,734_b
1720_a,8_b
1720_a,94_b
1720_a,923_b
1847_a,565_b
1847_a,875_b
2127_a,565_b
2127_a,875_b
2866_a,565_b
2866_a,875_b
82_a,215_b
82_a,431_b
82_a,522_b
82_a,706_b
738_a,396_b
738_a,675_b
2578_a,396_b
2578_a,675_b
3132_a,175_b
3132_a,770_b
3620_a,175_b
3620_a,770_b
500_a,628_b
500_a,931_b
1033_a,267_b
1916_a,267_b
2481_a,267_b
60_a,665_b
1012_a,253_b
1012_a,737_b
2380_a,665_b
2513_a,253_b
2513_a,737_b
79_a,871_b
1247_a,95_b
1247_a,295_b
1247_a,353_b
1758_a,871_b
3319_a,871_b
642_a,884_b
642_a,750_b
642_a,900_b
806_a,884_b
806_a,750_b
806_a,900_b
1271_a,884_b
1271_a,750_b
1271_a,900_b
1307_a,172_b
1307_a,257_b
1307_a,688_b
1307_a,858_b
1548_a,332_b
1548_a,465_b
1548_a,555_b
1548_a,725_b
2424_a,332_b
2424_a,465_b
2424_a,555_b
2424_a,725_b
2703_a,332_b
2703_a,465_b
2703_a,555_b
2703_a,725_b
3035_a,332_b
3035_a,465_b
3035_a,555_b
3035_a,725_b
1756_a,26_b
2486_a,26_b
3253_a,26_b
267_a,916_b
831_a,113_b
831_a,449_b
831_a,635_b
831_a,886_b
2083_a,113_b
2083_a,449_b
2083_a,635_b
2083_a,886_b
3559_a,179_b
3559_a,207_b
3559_a,363_b
3559_a,911_b
739_a,604_b
739_a,894_b
981_a,604_b
981_a,894_b
1086_a,604_b
1086_a,894_b
2552_a,604_b
2552_a,894_b
1131_a,280_b
2141_a,188_b
2141_a,324_b
2141_a,606_b
2351_a,280_b
3386_a,280_b
147_a,804_b
620_a,804_b
714_a,40_b
714_a,700_b
714_a,799_b
758_a,804_b
498_a,160_b
498_a,218_b
498_a,395_b
498_a,466_b
2849_a,160_b
2849_a,218_b
2849_a,395_b
2849_a,466_b
3448_a,935_b
751_a,539_b
1419_a,539_b
2572_a,214_b
2572_a,882_b
3053_a,539_b
522_a,585_b
522_a,668_b
522_a,910_b
522_a,974_b
522_a,20_b
522_a,235_b
522_a,795_b
522_a,924_b
522_a,985_b
689_a,614_b
689_a,326_b
689_a,402_b
689_a,856_b
2881_a,614_b
2881_a,326_b
2881_a,402_b
2881_a,856_b
3186_a,614_b
3186_a,326_b
3186_a,402_b
3186_a,856_b
1689_a,644_b
1689_a,865_b
1799_a,644_b
1799_a,865_b
2314_a,205_b
2314_a,601_b
2314_a,619_b
2314_a,896_b
2314_a,195_b
2314_a,426_b
3689_a,644_b
3689_a,865_b
983_a,371_b
983_a,505_b
983_a,709_b
983_a,723_b
2075_a,67_b
2075_a,266_b
2075_a,646_b
2075_a,92_b
2075_a,572_b
2075_a,657_b
2502_a,138_b
2502_a,744_b
2537_a,138_b
2537_a,744_b
2609_a,138_b
2609_a,744_b
787_a,634_b
2650_a,634_b
3163_a,232_b
3163_a,781_b
3163_a,308_b
3163_a,448_b
3163_a,776_b
676_a,109_b
676_a,492_b
676_a,949_b
676_a,36_b
676_a,515_b
676_a,788_b
676_a,815_b
676_a,378_b
676_a,617_b
676_a,61_b
676_a,272_b
676_a,442_b
985_a,173_b
985_a,155_b
985_a,672_b
985_a,897_b
2218_a,173_b
2218_a,155_b
2218_a,672_b
2218_a,897_b
3805_a,173_b
3805_a,155_b
3805_a,672_b
3805_a,897_b
1597_a,548_b
1597_a,551_b
1907_a,802_b
1971_a,802_b
3451_a,548_b
3451_a,551_b
36_a,186_b
36_a,544_b
246_a,186_b
246_a,544_b
3206_a,186_b
3206_a,544_b
1174_a,116_b
1174_a,125_b
1174_a,455_b
1405_a,79_b
1405_a,586_b
1405_a,877_b
1405_a,905_b
2896_a,701_b
3348_a,701_b
3365_a,701_b
433_a,309_b
1695_a,309_b
3008_a,309_b
3327_a,309_b
87_a,381_b
87_a,663_b
87_a,741_b
87_a,762_b
3131_a,381_b
3131_a,663_b
3131_a,741_b
3131_a,762_b
3769_a,381_b
3769_a,663_b
3769_a,741_b
3769_a,762_b
3090_a,173_b
3090_a,155_b
3090_a,672_b
3090_a,897_b
3294_a,173_b
3294_a,155_b
3294_a,672_b
3294_a,897_b
3481_a,173_b
3481_a,155_b
3481_a,672_b
3481_a,897_b
1089_a,797_b
2955_a,7_b
2955_a,22_b
2955_a,487_b
3321_a,797_b
3709_a,797_b
903_a,336_b
903_a,514_b
903_a,712_b
2175_a,33_b
2175_a,696_b
2291_a,33_b
2291_a,696_b
2427_a,33_b
2427_a,696_b
764_a,457_b
2794_a,41_b
2794_a,878_b
2794_a,942_b
2857_a,457_b
3458_a,457_b
237_a,113_b
237_a,449_b
237_a,635_b
237_a,886_b
285_a,113_b
285_a,449_b
285_a,635_b
285_a,886_b
322_a,916_b
685_a,239_b
2257_a,239_b
3232_a,239_b
3466_a,239_b
576_a,642_b
2277_a,642_b
2696_a,82_b
2696_a,103_b
2696_a,981_b
2696_a,540_b
2696_a,550_b
2696_a,843_b
2696_a,922_b
2762_a,642_b
1065_a,940_b
1521_a,940_b
2334_a,940_b
3387_a,516_b
3387_a,654_b
244_a,374_b
1003_a,374_b
2193_a,374_b
2949_a,202_b
2949_a,440_b
2949_a,849_b
1367_a,84_b
1367_a,711_b
2128_a,538_b
2128_a,580_b
2128_a,735_b
2128_a,883_b
2128_a,122_b
2128_a,630_b
2268_a,84_b
2268_a,711_b
2917_a,538_b
2917_a,580_b
2917_a,735_b
2917_a,883_b
2917_a,122_b
2917_a,630_b
1549_a,261_b
1549_a,729_b
3203_a,261_b
3203_a,729_b
3667_a,180_b
3667_a,314_b
3667_a,434_b
586_a,49_b
1857_a,49_b
1863_a,283_b
1863_a,303_b
1863_a,379_b
3175_a,49_b
1478_a,938_b
2780_a,24_b
2780_a,349_b
2780_a,611_b
3007_a,24_b
3007_a,349_b
3007_a,611_b
3837_a,24_b
3837_a,349_b
3837_a,611_b
120_a,780_b
120_a,559_b
120_a,943_b
1712_a,780_b
1712_a,559_b
1712_a,943_b
2803_a,780_b
2803_a,559_b
2803_a,943_b
3189_a,242_b
3189_a,573_b
3189_a,271_b
3189_a,415_b
2069_a,713_b
2069_a,851_b
2375_a,152_b
2375_a,350_b
2547_a,713_b
2547_a,851_b
382_a,746_b
1374_a,746_b
2126_a,464_b
2126_a,633_b
3289_a,464_b
3289_a,633_b
1657_a,227_b
2668_a,227_b
3853_a,227_b
1117_a,265_b
1117_a,429_b
1117_a,970_b
1117_a,984_b
2747_a,265_b
2747_a,429_b
2747_a,970_b
2747_a,984_b
3349_a,265_b
3349_a,429_b
3349_a,970_b
3349_a,984_b
3784_a,38_b
3784_a,452_b
3784_a,403_b
3784_a,417_b
1105_a,198_b
1105_a,636_b
1105_a,835_b
1105_a,95_b
1105_a,295_b
1105_a,353_b
1755_a,575_b
1755_a,871_b
1933_a,575_b
1933_a,871_b
2980_a,575_b
2980_a,871_b
811_a,484_b
811_a,626_b
811_a,782_b
2610_a,451_b
3686_a,451_b
995_a,940_b
1189_a,940_b
2136_a,940_b
3676_a,940_b
3778_a,99_b
3778_a,243_b
3778_a,438_b
3778_a,859_b
3778_a,962_b
84_a,190_b
721_a,30_b
721_a,341_b
721_a,941_b
950_a,30_b
950_a,341_b
950_a,941_b
3239_a,190_b
1356_a,19_b
1356_a,500_b
1356_a,749_b
1356_a,2_b
1356_a,376_b
1356_a,786_b
1999_a,358_b
2706_a,358_b
3350_a,358_b
187_a,989_b
408_a,989_b
1390_a,51_b
1390_a,637_b
1390_a,673_b
1390_a,740_b
1968_a,989_b
647_a,186_b
647_a,544_b
905_a,186_b
905_a,544_b
2973_a,186_b
2973_a,544_b
3627_a,527_b
3627_a,751_b
3627_a,995_b
610_a,289_b
810_a,289_b
1206_a,289_b
2176_a,289_b
376_a,57_b
376_a,250_b
376_a,669_b
1483_a,57_b
1483_a,250_b
1483_a,669_b
1637_a,57_b
1637_a,250_b
1637_a,669_b
3227_a,297_b
3227_a,473_b
3227_a,790_b
3227_a,21_b
3227_a,176_b
1530_a,40_b
1530_a,700_b
1530_a,799_b
1717_a,40_b
1717_a,700_b
1717_a,799_b
2822_a,40_b
2822_a,700_b
2822_a,799_b
726_a,15_b
726_a,574_b
879_a,409_b
879_a,475_b
2919_a,409_b
2919_a,475_b
1164_a,102_b
2119_a,102_b
2467_a,102_b
3195_a,102_b
447_a,119_b
447_a,223_b
447_a,244_b
447_a,697_b
447_a,714_b
447_a,839_b
447_a,413_b
612_a,393_b
612_a,681_b
612_a,60_b
612_a,760_b
636_a,393_b
636_a,681_b
636_a,60_b
636_a,760_b
3851_a,119_b
3851_a,223_b
3851_a,244_b
3851_a,697_b
3851_a,714_b
3851_a,839_b
3851_a,413_b
1205_a,287_b
1205_a,631_b
1205_a,838_b
1205_a,116_b
1205_a,125_b
1205_a,455_b
1234_a,913_b
1234_a,116_b
1234_a,125_b
1234_a,455_b
2586_a,913_b
2586_a,116_b
2586_a,125_b
2586_a,455_b
733_a,665_b
733_a,701_b
1165_a,253_b
1165_a,737_b
1165_a,79_b
1165_a,586_b
1165_a,877_b
1165_a,905_b
2944_a,253_b
2944_a,737_b
2944_a,79_b
2944_a,586_b
2944_a,877_b
2944_a,905_b
3224_a,665_b
3224_a,701_b
2832_a,273_b
2832_a,456_b
2832_a,518_b
2832_a,946_b
821_a,215_b
821_a,431_b
821_a,522_b
821_a,706_b
85_a,234_b
85_a,315_b
85_a,471_b
85_a,934_b
1258_a,234_b
1258_a,315_b
1258_a,471_b
1258_a,934_b
3024_a,234_b
3024_a,315_b
3024_a,471_b
3024_a,934_b
681_a,970_b
681_a,984_b
1642_a,970_b
1642_a,984_b
1856_a,403_b
1856_a,417_b
708_a,90_b
708_a,311_b
708_a,360_b
708_a,736_b
89_a,938_b
1054_a,938_b
1634_a,938_b
2493_a,938_b
1491_a,541_b
3010_a,42_b
3010_a,846_b
3420_a,42_b
3420_a,846_b
3538_a,541_b
121_a,326_b
121_a,402_b
121_a,856_b
1068_a,326_b
1068_a,402_b
1068_a,856_b
1128_a,326_b
1128_a,402_b
1128_a,856_b
2003_a,326_b
2003_a,402_b
2003_a,856_b
252_a,366_b
252_a,798_b
252_a,806_b
1690_a,366_b
1690_a,798_b
1690_a,806_b
2173_a,10_b
2173_a,747_b
2173_a,569_b
2173_a,692_b
2173_a,845_b
2173_a,123_b
2173_a,588_b
2173_a,863_b
1880_a,123_b
1880_a,588_b
1880_a,863_b
2834_a,123_b
2834_a,588_b
2834_a,863_b
176_a,289_b
282_a,289_b
2363_a,289_b
2700_a,289_b
1242_a,289_b
1242_a,435_b
1242_a,389_b
2089_a,289_b
2089_a,435_b
2089_a,389_b
2333_a,289_b
2333_a,435_b
2333_a,389_b
649_a,40_b
649_a,700_b
649_a,799_b
1070_a,40_b
1070_a,700_b
1070_a,799_b
1295_a,40_b
1295_a,700_b
1295_a,799_b
2238_a,804_b
316_a,169_b
316_a,391_b
316_a,685_b
316_a,853_b
316_a,178_b
316_a,351_b
316_a,408_b
316_a,966_b
316_a,523_b
316_a,627_b
316_a,705_b
316_a,77_b
316_a,212_b
2059_a,435_b
2059_a,389_b
2638_a,435_b
2638_a,389_b
2739_a,169_b
2739_a,391_b
2739_a,685_b
2739_a,853_b
2739_a,178_b
2739_a,351_b
2739_a,408_b
2739_a,966_b
2739_a,523_b
2739_a,627_b
2739_a,705_b
2739_a,77_b
2739_a,212_b
394_a,361_b
394_a,410_b
394_a,443_b
394_a,852_b
248_a,634_b
2071_a,232_b
2071_a,781_b
2071_a,308_b
2071_a,448_b
2071_a,776_b
2327_a,232_b
2327_a,781_b
2327_a,308_b
2327_a,448_b
2327_a,776_b
1002_a,374_b
1440_a,374_b
2966_a,374_b
3342_a,374_b
1450_a,222_b
1450_a,13_b
1450_a,868_b
2199_a,72_b
2199_a,344_b
2199_a,666_b
2199_a,529_b
2918_a,222_b
2918_a,13_b
2918_a,868_b
3252_a,222_b
3252_a,13_b
3252_a,868_b
3162_a,116_b
3162_a,125_b
3162_a,455_b
105_a,309_b
525_a,78_b
525_a,689_b
525_a,820_b
2900_a,309_b
2954_a,309_b
1283_a,15_b
1283_a,574_b
1888_a,15_b
1888_a,574_b
2007_a,409_b
2007_a,475_b
2827_a,15_b
2827_a,574_b
1060_a,147_b
1060_a,323_b
1060_a,939_b
1692_a,6_b
2364_a,6_b
2516_a,6_b
651_a,184_b
1391_a,184_b
1517_a,184_b
3093_a,184_b
1222_a,164_b
1673_a,164_b
3300_a,164_b
927_a,140_b
927_a,296_b
927_a,759_b
940_a,76_b
940_a,240_b
940_a,330_b
940_a,996_b
940_a,1_b
940_a,158_b
940_a,564_b
940_a,373_b
940_a,583_b
2543_a,140_b
2543_a,296_b
2543_a,759_b
2597_a,140_b
2597_a,296_b
2597_a,759_b
645_a,126_b
734_a,126_b
3545_a,35_b
3545_a,64_b
3545_a,66_b
3791_a,126_b
478_a,326_b
478_a,402_b
478_a,856_b
3485_a,326_b
3485_a,402_b
3485_a,856_b
3601_a,985_b
3802_a,326_b
3802_a,402_b
3802_a,856_b
114_a,90_b
114_a,311_b
114_a,360_b
114_a,736_b
114_a,166_b
114_a,174_b
114_a,571_b
1659_a,90_b
1659_a,311_b
1659_a,360_b
1659_a,736_b
1659_a,166_b
1659_a,174_b
1659_a,571_b
3220_a,90_b
3220_a,311_b
3220_a,360_b
3220_a,736_b
3220_a,166_b
3220_a,174_b
3220_a,571_b
3395_a,293_b
311_a,940_b
2557_a,516_b
2557_a,654_b
2708_a,516_b
2708_a,654_b
174_a,172_b
174_a,257_b
174_a,688_b
174_a,858_b
174_a,181_b
174_a,436_b
593_a,800_b
2858_a,800_b
3042_a,172_b
3042_a,257_b
3042_a,688_b
3042_a,858_b
3042_a,181_b
3042_a,436_b
958_a,200_b
958_a,301_b
3450_a,274_b
3450_a,312_b
3475_a,274_b
3475_a,312_b
3501_a,274_b
3501_a,312_b
1394_a,989_b
1436_a,989_b
1629_a,51_b
1629_a,637_b
1629_a,673_b
1629_a,740_b
3796_a,989_b
380_a,565_b
380_a,875_b
1469_a,565_b
1469_a,875_b
2420_a,565_b
2420_a,875_b
3208_a,565_b
3208_a,875_b
2937_a,352_b
2937_a,608_b
2937_a,925_b
1038_a,294_b
1038_a,300_b
1038_a,639_b
1038_a,371_b
1038_a,505_b
1038_a,709_b
1038_a,723_b
1765_a,294_b
1765_a,300_b
1765_a,639_b
1765_a,371_b
1765_a,505_b
1765_a,709_b
1765_a,723_b
2356_a,294_b
2356_a,300_b
2356_a,639_b
2356_a,371_b
2356_a,505_b
2356_a,709_b
2356_a,723_b
3787_a,553_b
1066_a,142_b
1066_a,367_b
1066_a,542_b
1066_a,893_b
1066_a,533_b
1066_a,648_b
1066_a,787_b
1844_a,824_b
2449_a,142_b
2449_a,367_b
2449_a,542_b
2449_a,893_b
2449_a,533_b
2449_a,648_b
2449_a,787_b
978_a,577_b
978_a,698_b
978_a,769_b
978_a,971_b
978_a,294_b
978_a,300_b
978_a,639_b
1750_a,577_b
1750_a,698_b
1750_a,769_b
1750_a,971_b
1750_a,294_b
1750_a,300_b
1750_a,639_b
2048_a,577_b
2048_a,698_b
2048_a,769_b
2048_a,971_b
2048_a,294_b
2048_a,300_b
