index_a,index_b
3026_a,195_b
3026_a,426_b
1561_a,397_b
1561_a,684_b
1561_a,963_b
3115_a,397_b
3115_a,684_b
3115_a,963_b
3665_a,397_b
3665_a,684_b
3665_a,963_b
3811_a,397_b
3811_a,684_b
3811_a,963_b
1324_a,624_b
1324_a,662_b
1324_a,819_b
1324_a,951_b
1956_a,624_b
1956_a,662_b
1956_a,819_b
1956_a,951_b
3558_a,624_b
3558_a,662_b
3558_a,819_b
3558_a,951_b
698_a,744_b
1669_a,92_b
1669_a,572_b
1669_a,657_b
2290_a,92_b
2290_a,572_b
2290_a,657_b
1782_a,144_b
1782_a,458_b
1782_a,659_b
1782_a,727_b
2389_a,144_b
2389_a,458_b
2389_a,659_b
2389_a,727_b
3037_a,144_b
3037_a,458_b
3037_a,659_b
3037_a,727_b
455_a,90_b
455_a,311_b
455_a,360_b
455_a,736_b
1153_a,90_b
1153_a,311_b
1153_a,360_b
1153_a,736_b
3279_a,90_b
3279_a,311_b
3279_a,360_b
3279_a,736_b
179_a,42_b
179_a,846_b
273_a,42_b
273_a,846_b
298_a,42_b
298_a,846_b
502_a,541_b
2699_a,172_b
2699_a,257_b
2699_a,688_b
2699_a,858_b
2782_a,172_b
2782_a,257_b
2782_a,688_b
2782_a,858_b
3544_a,172_b
3544_a,257_b
3544_a,688_b
3544_a,858_b
774_a,226_b
774_a,316_b
774_a,400_b
774_a,870_b
1313_a,226_b
1313_a,316_b
1313_a,400_b
1313_a,870_b
1766_a,226_b
1766_a,316_b
1766_a,400_b
1766_a,870_b
1169_a,144_b
1169_a,458_b
1169_a,659_b
1169_a,727_b
3009_a,144_b
3009_a,458_b
3009_a,659_b
3009_a,727_b
3819_a,144_b
3819_a,458_b
3819_a,659_b
3819_a,727_b
1182_a,117_b
1182_a,512_b
1182_a,892_b
2344_a,59_b
2635_a,117_b
2635_a,512_b
2635_a,892_b
3583_a,117_b
3583_a,512_b
3583_a,892_b
1418_a,457_b
2042_a,41_b
2042_a,878_b
2042_a,942_b
2843_a,457_b
3031_a,457_b
1240_a,173_b
1706_a,109_b
1706_a,492_b
1706_a,949_b
3447_a,173_b
386_a,156_b
386_a,197_b
386_a,421_b
491_a,156_b
491_a,197_b
491_a,421_b
1719_a,156_b
1719_a,197_b
1719_a,421_b
3276_a,156_b
3276_a,197_b
3276_a,421_b
