index_a,index_b
1155_a,651_b
1155_a,829_b
1380_a,206_b
1380_a,651_b
1380_a,829_b
2097_a,206_b
2097_a,651_b
2097_a,829_b
1495_a,569_b
1495_a,692_b
1495_a,806_b
1495_a,845_b
2362_a,569_b
2362_a,692_b
2362_a,806_b
2362_a,845_b
3184_a,569_b
3184_a,692_b
3184_a,806_b
3184_a,845_b
3312_a,569_b
3312_a,692_b
3312_a,806_b
3312_a,845_b
1290_a,131_b
1290_a,171_b
1290_a,210_b
1290_a,292_b
2779_a,131_b
2779_a,171_b
2779_a,210_b
2779_a,292_b
2811_a,131_b
2811_a,171_b
2811_a,210_b
2811_a,292_b
415_a,204_b
415_a,258_b
415_a,481_b
415_a,977_b
415_a,217_b
415_a,225_b
415_a,411_b
415_a,459_b
2431_a,204_b
2431_a,258_b
2431_a,481_b
2431_a,977_b
2431_a,217_b
2431_a,225_b
2431_a,411_b
2431_a,459_b
3486_a,204_b
3486_a,258_b
3486_a,481_b
3486_a,977_b
3486_a,217_b
3486_a,225_b
3486_a,411_b
3486_a,459_b
861_a,59_b
861_a,117_b
861_a,512_b
861_a,892_b
861_a,441_b
861_a,587_b
861_a,591_b
861_a,953_b
1219_a,59_b
1219_a,117_b
1219_a,512_b
1219_a,892_b
1219_a,441_b
1219_a,587_b
1219_a,591_b
1219_a,953_b
2490_a,59_b
2490_a,117_b
2490_a,512_b
2490_a,892_b
2490_a,441_b
2490_a,587_b
2490_a,591_b
2490_a,953_b
1639_a,98_b
1639_a,168_b
1639_a,477_b
1639_a,779_b
1639_a,837_b
2372_a,98_b
2372_a,168_b
2372_a,477_b
2372_a,779_b
2372_a,837_b
3470_a,98_b
3470_a,168_b
3470_a,477_b
3470_a,779_b
3470_a,837_b
3672_a,98_b
3672_a,168_b
3672_a,477_b
3672_a,779_b
3672_a,837_b
1111_a,206_b
1111_a,651_b
1111_a,829_b
1944_a,206_b
1944_a,651_b
1944_a,829_b
2263_a,206_b
2263_a,651_b
2263_a,829_b
3384_a,206_b
3384_a,651_b
3384_a,829_b
321_a,507_b
321_a,664_b
321_a,752_b
321_a,958_b
1407_a,507_b
1407_a,664_b
1407_a,752_b
1407_a,958_b
2233_a,507_b
2233_a,664_b
2233_a,752_b
2233_a,958_b
871_a,170_b
871_a,474_b
871_a,499_b
1342_a,170_b
1342_a,474_b
1342_a,499_b
2204_a,170_b
2204_a,474_b
2204_a,499_b
3687_a,170_b
3687_a,474_b
3687_a,499_b
1882_a,143_b
1882_a,385_b
1882_a,528_b
1882_a,338_b
1882_a,532_b
1882_a,719_b
1882_a,833_b
1882_a,960_b
1882_a,486_b
1882_a,554_b
1882_a,777_b
1882_a,908_b
2784_a,143_b
2784_a,385_b
2784_a,528_b
2784_a,338_b
2784_a,532_b
2784_a,719_b
2784_a,833_b
2784_a,960_b
2784_a,486_b
2784_a,554_b
2784_a,777_b
2784_a,908_b
2970_a,143_b
2970_a,385_b
2970_a,528_b
2970_a,338_b
2970_a,532_b
2970_a,719_b
2970_a,833_b
2970_a,960_b
2970_a,486_b
2970_a,554_b
2970_a,777_b
2970_a,908_b
3657_a,143_b
3657_a,385_b
3657_a,528_b
3657_a,338_b
3657_a,532_b
3657_a,719_b
3657_a,833_b
3657_a,960_b
3657_a,486_b
3657_a,554_b
3657_a,777_b
3657_a,908_b
1903_a,114_b
1903_a,513_b
1903_a,901_b
2190_a,114_b
2190_a,513_b
2190_a,901_b
2475_a,114_b
2475_a,513_b
2475_a,901_b
2561_a,114_b
2561_a,513_b
2561_a,901_b
1399_a,232_b
1399_a,634_b
1399_a,781_b
1399_a,308_b
1399_a,448_b
1399_a,776_b
2451_a,232_b
2451_a,634_b
2451_a,781_b
2451_a,308_b
2451_a,448_b
2451_a,776_b
2457_a,232_b
2457_a,634_b
2457_a,781_b
2457_a,308_b
2457_a,448_b
2457_a,776_b
2695_a,232_b
2695_a,634_b
2695_a,781_b
2695_a,308_b
2695_a,448_b
2695_a,776_b
715_a,192_b
715_a,510_b
715_a,745_b
715_a,764_b
796_a,192_b
796_a,510_b
796_a,745_b
796_a,764_b
1806_a,192_b
1806_a,510_b
1806_a,745_b
1806_a,764_b
1179_a,203_b
1179_a,485_b
1179_a,784_b
1179_a,809_b
1557_a,203_b
1557_a,485_b
1557_a,784_b
1557_a,809_b
1955_a,203_b
1955_a,485_b
1955_a,784_b
1955_a,809_b
3360_a,203_b
3360_a,485_b
3360_a,784_b
3360_a,809_b
140_a,230_b
140_a,552_b
140_a,578_b
140_a,733_b
140_a,914_b
672_a,230_b
672_a,552_b
672_a,578_b
672_a,733_b
672_a,914_b
1030_a,230_b
1030_a,552_b
1030_a,578_b
1030_a,733_b
1030_a,914_b
3211_a,230_b
3211_a,552_b
3211_a,578_b
3211_a,733_b
3211_a,914_b
442_a,88_b
442_a,157_b
442_a,613_b
442_a,676_b
442_a,954_b
719_a,88_b
719_a,157_b
719_a,613_b
719_a,676_b
719_a,954_b
2347_a,88_b
2347_a,157_b
2347_a,613_b
2347_a,676_b
2347_a,954_b
2934_a,88_b
2934_a,157_b
2934_a,613_b
2934_a,676_b
2934_a,954_b
356_a,534_b
356_a,593_b
356_a,739_b
356_a,844_b
814_a,534_b
814_a,593_b
814_a,739_b
814_a,844_b
3615_a,534_b
3615_a,593_b
3615_a,739_b
3615_a,844_b
2692_a,41_b
2692_a,457_b
2692_a,878_b
2692_a,942_b
3055_a,41_b
3055_a,457_b
3055_a,878_b
3055_a,942_b
3141_a,41_b
3141_a,457_b
3141_a,878_b
3141_a,942_b
3314_a,41_b
3314_a,457_b
3314_a,878_b
3314_a,942_b
2147_a,134_b
2147_a,302_b
2147_a,370_b
2147_a,437_b
2893_a,134_b
2893_a,302_b
2893_a,370_b
2893_a,437_b
2942_a,134_b
2942_a,302_b
2942_a,370_b
2942_a,437_b
2996_a,134_b
2996_a,302_b
2996_a,370_b
2996_a,437_b
828_a,41_b
828_a,457_b
828_a,878_b
828_a,942_b
3196_a,41_b
3196_a,457_b
3196_a,878_b
3196_a,942_b
3817_a,41_b
3817_a,457_b
3817_a,878_b
3817_a,942_b
59_a,215_b
59_a,431_b
59_a,522_b
59_a,706_b
623_a,215_b
623_a,431_b
623_a,522_b
623_a,706_b
2410_a,215_b
2410_a,431_b
2410_a,522_b
2410_a,706_b
3263_a,215_b
3263_a,431_b
3263_a,522_b
3263_a,706_b
1183_a,310_b
1183_a,419_b
1183_a,521_b
1183_a,990_b
1996_a,310_b
1996_a,419_b
1996_a,521_b
1996_a,990_b
2191_a,310_b
2191_a,419_b
2191_a,521_b
2191_a,990_b
2271_a,310_b
2271_a,419_b
2271_a,521_b
2271_a,990_b
2549_a,127_b
2549_a,537_b
2549_a,813_b
2549_a,903_b
2778_a,127_b
2778_a,537_b
2778_a,813_b
2778_a,903_b
2926_a,127_b
2926_a,537_b
2926_a,813_b
2926_a,903_b
3101_a,127_b
3101_a,537_b
3101_a,813_b
3101_a,903_b
535_a,46_b
535_a,525_b
535_a,703_b
535_a,927_b
2428_a,46_b
2428_a,525_b
2428_a,703_b
2428_a,927_b
2732_a,46_b
2732_a,525_b
2732_a,703_b
2732_a,927_b
129_a,230_b
129_a,552_b
129_a,578_b
129_a,733_b
129_a,914_b
1680_a,230_b
1680_a,552_b
1680_a,578_b
1680_a,733_b
1680_a,914_b
2207_a,230_b
2207_a,552_b
2207_a,578_b
2207_a,733_b
2207_a,914_b
3180_a,230_b
3180_a,552_b
3180_a,578_b
3180_a,733_b
3180_a,914_b
629_a,445_b
629_a,579_b
629_a,932_b
986_a,445_b
986_a,579_b
986_a,932_b
1636_a,445_b
1636_a,579_b
1636_a,932_b
3442_a,445_b
3442_a,579_b
3442_a,932_b
1337_a,14_b
1337_a,219_b
1337_a,818_b
1337_a,904_b
1337_a,61_b
1337_a,272_b
1337_a,442_b
1705_a,14_b
1705_a,219_b
1705_a,818_b
1705_a,904_b
1705_a,61_b
1705_a,272_b
1705_a,442_b
2575_a,14_b
2575_a,219_b
2575_a,818_b
2575_a,904_b
2575_a,61_b
2575_a,272_b
2575_a,442_b
2976_a,14_b
2976_a,219_b
2976_a,818_b
2976_a,904_b
2976_a,61_b
2976_a,272_b
2976_a,442_b
1665_a,156_b
1665_a,197_b
1665_a,421_b
1665_a,874_b
2354_a,156_b
2354_a,197_b
2354_a,421_b
2354_a,874_b
2580_a,156_b
2580_a,197_b
2580_a,421_b
2580_a,874_b
3293_a,156_b
3293_a,197_b
3293_a,421_b
3293_a,874_b
196_a,116_b
196_a,125_b
196_a,455_b
2841_a,116_b
2841_a,125_b
2841_a,455_b
3144_a,116_b
3144_a,125_b
3144_a,455_b
2284_a,310_b
2284_a,419_b
2284_a,521_b
2284_a,990_b
2894_a,310_b
2894_a,419_b
2894_a,521_b
2894_a,990_b
3343_a,310_b
3343_a,419_b
3343_a,521_b
3343_a,990_b
3631_a,310_b
3631_a,419_b
3631_a,521_b
3631_a,990_b
1368_a,285_b
1368_a,313_b
1368_a,404_b
1789_a,285_b
1789_a,313_b
1789_a,404_b
3586_a,285_b
3586_a,313_b
3586_a,404_b
3779_a,285_b
3779_a,313_b
3779_a,404_b
424_a,320_b
424_a,356_b
424_a,453_b
424_a,827_b
424_a,104_b
424_a,447_b
424_a,454_b
424_a,861_b
919_a,320_b
919_a,356_b
919_a,453_b
919_a,827_b
919_a,104_b
919_a,447_b
919_a,454_b
919_a,861_b
2015_a,320_b
2015_a,356_b
2015_a,453_b
2015_a,827_b
2015_a,104_b
2015_a,447_b
2015_a,454_b
2015_a,861_b
2972_a,320_b
2972_a,356_b
2972_a,453_b
2972_a,827_b
2972_a,104_b
2972_a,447_b
2972_a,454_b
2972_a,861_b
276_a,109_b
276_a,173_b
276_a,492_b
276_a,949_b
276_a,36_b
276_a,155_b
276_a,515_b
276_a,788_b
276_a,815_b
276_a,378_b
276_a,617_b
276_a,672_b
276_a,897_b
276_a,61_b
276_a,272_b
276_a,442_b
2276_a,109_b
2276_a,173_b
2276_a,492_b
2276_a,949_b
2276_a,36_b
2276_a,155_b
2276_a,515_b
2276_a,788_b
2276_a,815_b
2276_a,378_b
2276_a,617_b
2276_a,672_b
2276_a,897_b
2276_a,61_b
2276_a,272_b
2276_a,442_b
3351_a,109_b
3351_a,173_b
3351_a,492_b
3351_a,949_b
3351_a,36_b
3351_a,155_b
3351_a,515_b
3351_a,788_b
3351_a,815_b
3351_a,378_b
3351_a,617_b
3351_a,672_b
3351_a,897_b
3351_a,61_b
3351_a,272_b
3351_a,442_b
185_a,383_b
185_a,468_b
185_a,757_b
185_a,814_b
1027_a,383_b
1027_a,468_b
1027_a,757_b
1027_a,814_b
1579_a,383_b
1579_a,468_b
1579_a,757_b
1579_a,814_b
1871_a,383_b
1871_a,468_b
1871_a,757_b
1871_a,814_b
856_a,108_b
856_a,289_b
856_a,504_b
856_a,693_b
1928_a,108_b
1928_a,289_b
1928_a,504_b
1928_a,693_b
2583_a,108_b
2583_a,289_b
2583_a,504_b
2583_a,693_b
3496_a,108_b
3496_a,289_b
3496_a,504_b
3496_a,693_b
1730_a,127_b
1730_a,537_b
1730_a,813_b
1730_a,903_b
2861_a,127_b
2861_a,537_b
2861_a,813_b
2861_a,903_b
3530_a,127_b
3530_a,537_b
3530_a,813_b
3530_a,903_b
3554_a,127_b
3554_a,537_b
3554_a,813_b
3554_a,903_b
772_a,178_b
772_a,351_b
772_a,408_b
772_a,966_b
772_a,435_b
772_a,523_b
772_a,627_b
772_a,705_b
772_a,77_b
772_a,212_b
772_a,389_b
2350_a,178_b
2350_a,351_b
2350_a,408_b
2350_a,966_b
2350_a,435_b
2350_a,523_b
2350_a,627_b
2350_a,705_b
2350_a,77_b
2350_a,212_b
2350_a,389_b
3379_a,178_b
3379_a,351_b
3379_a,408_b
3379_a,966_b
3379_a,435_b
3379_a,523_b
3379_a,627_b
3379_a,705_b
3379_a,77_b
3379_a,212_b
3379_a,389_b
1031_a,198_b
1031_a,575_b
1031_a,636_b
1031_a,835_b
1031_a,95_b
1031_a,295_b
1031_a,353_b
1031_a,871_b
1045_a,198_b
1045_a,575_b
1045_a,636_b
1045_a,835_b
1045_a,95_b
1045_a,295_b
1045_a,353_b
1045_a,871_b
1553_a,198_b
1553_a,575_b
1553_a,636_b
1553_a,835_b
1553_a,95_b
1553_a,295_b
1553_a,353_b
1553_a,871_b
1737_a,198_b
1737_a,575_b
1737_a,636_b
1737_a,835_b
1737_a,95_b
1737_a,295_b
1737_a,353_b
1737_a,871_b
692_a,96_b
692_a,220_b
692_a,398_b
692_a,964_b
1532_a,96_b
1532_a,220_b
1532_a,398_b
1532_a,964_b
2143_a,96_b
2143_a,220_b
2143_a,398_b
2143_a,964_b
2163_a,96_b
2163_a,220_b
2163_a,398_b
2163_a,964_b
1895_a,287_b
1895_a,631_b
1895_a,838_b
1895_a,913_b
1927_a,287_b
1927_a,631_b
1927_a,838_b
1927_a,913_b
3651_a,287_b
3651_a,631_b
3651_a,838_b
3651_a,913_b
3790_a,287_b
3790_a,631_b
3790_a,838_b
3790_a,913_b
153_a,90_b
153_a,311_b
153_a,360_b
153_a,736_b
153_a,166_b
153_a,174_b
153_a,293_b
153_a,571_b
2679_a,90_b
2679_a,311_b
2679_a,360_b
2679_a,736_b
2679_a,166_b
2679_a,174_b
2679_a,293_b
2679_a,571_b
2816_a,90_b
2816_a,311_b
2816_a,360_b
2816_a,736_b
2816_a,166_b
2816_a,174_b
2816_a,293_b
2816_a,571_b
3156_a,90_b
3156_a,311_b
3156_a,360_b
3156_a,736_b
3156_a,166_b
3156_a,174_b
3156_a,293_b
3156_a,571_b
218_a,260_b
218_a,345_b
218_a,650_b
218_a,895_b
218_a,945_b
218_a,221_b
218_a,236_b
218_a,425_b
218_a,857_b
218_a,926_b
1047_a,260_b
1047_a,345_b
1047_a,650_b
1047_a,895_b
1047_a,945_b
1047_a,221_b
1047_a,236_b
1047_a,425_b
1047_a,857_b
1047_a,926_b
1991_a,260_b
1991_a,345_b
1991_a,650_b
1991_a,895_b
1991_a,945_b
1991_a,221_b
1991_a,236_b
1991_a,425_b
1991_a,857_b
1991_a,926_b
2648_a,260_b
2648_a,345_b
2648_a,650_b
2648_a,895_b
2648_a,945_b
2648_a,221_b
2648_a,236_b
2648_a,425_b
2648_a,857_b
2648_a,926_b
456_a,352_b
456_a,608_b
456_a,925_b
460_a,352_b
460_a,608_b
460_a,925_b
2717_a,352_b
2717_a,608_b
2717_a,925_b
727_a,50_b
727_a,414_b
727_a,704_b
727_a,718_b
943_a,50_b
943_a,414_b
943_a,704_b
943_a,718_b
1524_a,50_b
1524_a,414_b
1524_a,704_b
1524_a,718_b
2604_a,50_b
2604_a,414_b
2604_a,704_b
2604_a,718_b
602_a,230_b
602_a,552_b
602_a,578_b
602_a,733_b
602_a,914_b
602_a,352_b
602_a,608_b
602_a,925_b
1790_a,230_b
1790_a,552_b
1790_a,578_b
1790_a,733_b
1790_a,914_b
1790_a,352_b
1790_a,608_b
1790_a,925_b
3022_a,230_b
3022_a,552_b
3022_a,578_b
3022_a,733_b
3022_a,914_b
3022_a,352_b
3022_a,608_b
3022_a,925_b
3145_a,230_b
3145_a,552_b
3145_a,578_b
3145_a,733_b
3145_a,914_b
3145_a,352_b
3145_a,608_b
3145_a,925_b
628_a,214_b
628_a,539_b
628_a,882_b
1617_a,214_b
1617_a,539_b
1617_a,882_b
2588_a,214_b
2588_a,539_b
2588_a,882_b
52_a,209_b
52_a,603_b
52_a,789_b
2643_a,209_b
2643_a,603_b
2643_a,789_b
2697_a,209_b
2697_a,603_b
2697_a,789_b
3834_a,209_b
3834_a,603_b
3834_a,789_b
1361_a,30_b
1361_a,190_b
1361_a,341_b
1361_a,941_b
1541_a,30_b
1541_a,190_b
1541_a,341_b
1541_a,941_b
3456_a,30_b
3456_a,190_b
3456_a,341_b
3456_a,941_b
3557_a,30_b
3557_a,190_b
3557_a,341_b
3557_a,941_b
366_a,308_b
366_a,448_b
366_a,776_b
1269_a,308_b
1269_a,448_b
1269_a,776_b
1978_a,308_b
1978_a,448_b
1978_a,776_b
3036_a,308_b
3036_a,448_b
3036_a,776_b
421_a,119_b
421_a,223_b
421_a,244_b
421_a,393_b
421_a,681_b
421_a,697_b
421_a,714_b
421_a,839_b
421_a,60_b
421_a,413_b
421_a,760_b
1738_a,119_b
1738_a,223_b
1738_a,244_b
1738_a,393_b
1738_a,681_b
1738_a,697_b
1738_a,714_b
1738_a,839_b
1738_a,60_b
1738_a,413_b
1738_a,760_b
3403_a,119_b
3403_a,223_b
3403_a,244_b
3403_a,393_b
3403_a,681_b
3403_a,697_b
3403_a,714_b
3403_a,839_b
3403_a,60_b
3403_a,413_b
3403_a,760_b
204_a,90_b
204_a,311_b
204_a,360_b
204_a,736_b
2392_a,90_b
2392_a,311_b
2392_a,360_b
2392_a,736_b
2529_a,90_b
2529_a,311_b
2529_a,360_b
2529_a,736_b
3029_a,90_b
3029_a,311_b
3029_a,360_b
3029_a,736_b
58_a,71_b
58_a,151_b
58_a,275_b
58_a,480_b
58_a,826_b
70_a,71_b
70_a,151_b
70_a,275_b
70_a,480_b
70_a,826_b
3272_a,71_b
3272_a,151_b
3272_a,275_b
3272_a,480_b
3272_a,826_b
3855_a,71_b
3855_a,151_b
3855_a,275_b
3855_a,480_b
3855_a,826_b
1224_a,622_b
1224_a,653_b
1224_a,834_b
1224_a,928_b
2087_a,622_b
2087_a,653_b
2087_a,834_b
2087_a,928_b
3087_a,622_b
3087_a,653_b
3087_a,834_b
3087_a,928_b
3361_a,622_b
3361_a,653_b
3361_a,834_b
3361_a,928_b
539_a,15_b
539_a,409_b
539_a,475_b
539_a,574_b
1328_a,15_b
1328_a,409_b
1328_a,475_b
1328_a,574_b
2349_a,15_b
2349_a,409_b
2349_a,475_b
2349_a,574_b
3245_a,15_b
3245_a,409_b
3245_a,475_b
3245_a,574_b
575_a,482_b
575_a,502_b
575_a,506_b
575_a,794_b
964_a,482_b
964_a,502_b
964_a,506_b
964_a,794_b
2274_a,482_b
2274_a,502_b
2274_a,506_b
2274_a,794_b
2860_a,482_b
2860_a,502_b
2860_a,506_b
2860_a,794_b
2149_a,221_b
2149_a,236_b
2149_a,425_b
2149_a,857_b
2149_a,926_b
2275_a,221_b
2275_a,236_b
2275_a,425_b
2275_a,857_b
2275_a,926_b
2304_a,221_b
2304_a,236_b
2304_a,425_b
2304_a,857_b
2304_a,926_b
3398_a,221_b
3398_a,236_b
3398_a,425_b
3398_a,857_b
3398_a,926_b
1598_a,130_b
1598_a,270_b
1598_a,536_b
1598_a,994_b
1788_a,130_b
1788_a,270_b
1788_a,536_b
1788_a,994_b
2383_a,130_b
2383_a,270_b
2383_a,536_b
2383_a,994_b
206_a,57_b
206_a,297_b
206_a,473_b
206_a,790_b
564_a,57_b
564_a,297_b
564_a,473_b
564_a,790_b
1024_a,57_b
1024_a,297_b
1024_a,473_b
1024_a,790_b
3594_a,57_b
3594_a,297_b
3594_a,473_b
3594_a,790_b
1349_a,148_b
1349_a,388_b
1349_a,880_b
1507_a,148_b
1507_a,388_b
1507_a,880_b
1745_a,148_b
1745_a,388_b
1745_a,880_b
2121_a,148_b
2121_a,388_b
2121_a,880_b
656_a,327_b
656_a,433_b
656_a,690_b
656_a,993_b
1080_a,327_b
1080_a,433_b
1080_a,690_b
1080_a,993_b
2882_a,327_b
2882_a,433_b
2882_a,690_b
2882_a,993_b
67_a,201_b
67_a,667_b
67_a,726_b
235_a,201_b
235_a,667_b
235_a,726_b
1661_a,201_b
1661_a,667_b
1661_a,726_b
2234_a,201_b
2234_a,667_b
2234_a,726_b
301_a,53_b
301_a,241_b
301_a,304_b
301_a,339_b
301_a,93_b
301_a,189_b
301_a,531_b
301_a,592_b
2743_a,53_b
2743_a,241_b
2743_a,304_b
2743_a,339_b
2743_a,93_b
2743_a,189_b
2743_a,531_b
2743_a,592_b
2773_a,53_b
2773_a,241_b
2773_a,304_b
2773_a,339_b
2773_a,93_b
2773_a,189_b
2773_a,531_b
2773_a,592_b
3308_a,53_b
3308_a,241_b
3308_a,304_b
3308_a,339_b
3308_a,93_b
3308_a,189_b
3308_a,531_b
3308_a,592_b
3498_a,53_b
3498_a,241_b
3498_a,304_b
3498_a,339_b
3498_a,93_b
3498_a,189_b
3498_a,531_b
3498_a,592_b
1217_a,70_b
1217_a,87_b
1217_a,511_b
1759_a,70_b
1759_a,87_b
1759_a,511_b
2401_a,70_b
2401_a,87_b
2401_a,511_b
2341_a,50_b
2341_a,414_b
2341_a,704_b
2341_a,718_b
2672_a,50_b
2672_a,414_b
2672_a,704_b
2672_a,718_b
2690_a,50_b
2690_a,414_b
2690_a,704_b
2690_a,718_b
2770_a,50_b
2770_a,414_b
2770_a,704_b
2770_a,718_b
208_a,186_b
208_a,527_b
208_a,544_b
208_a,751_b
208_a,995_b
3079_a,186_b
3079_a,527_b
3079_a,544_b
3079_a,751_b
3079_a,995_b
3428_a,186_b
3428_a,527_b
3428_a,544_b
3428_a,751_b
3428_a,995_b
619_a,46_b
619_a,525_b
619_a,703_b
619_a,927_b
619_a,195_b
619_a,426_b
619_a,644_b
619_a,865_b
1191_a,46_b
1191_a,525_b
1191_a,703_b
1191_a,927_b
1191_a,195_b
1191_a,426_b
1191_a,644_b
1191_a,865_b
1354_a,46_b
1354_a,525_b
1354_a,703_b
1354_a,927_b
1354_a,195_b
1354_a,426_b
1354_a,644_b
1354_a,865_b
1785_a,46_b
1785_a,525_b
1785_a,703_b
1785_a,927_b
1785_a,195_b
1785_a,426_b
1785_a,644_b
1785_a,865_b
274_a,91_b
274_a,254_b
274_a,284_b
899_a,91_b
899_a,254_b
899_a,284_b
1527_a,91_b
1527_a,254_b
1527_a,284_b
3033_a,91_b
3033_a,254_b
3033_a,284_b
1775_a,110_b
1775_a,252_b
1775_a,649_b
1775_a,873_b
1902_a,110_b
1902_a,252_b
1902_a,649_b
1902_a,873_b
2300_a,110_b
2300_a,252_b
2300_a,649_b
2300_a,873_b
3636_a,110_b
3636_a,252_b
3636_a,649_b
3636_a,873_b
842_a,242_b
842_a,573_b
842_a,780_b
872_a,242_b
872_a,573_b
872_a,780_b
1081_a,242_b
1081_a,573_b
1081_a,780_b
1442_a,242_b
1442_a,573_b
1442_a,780_b
1805_a,195_b
1805_a,426_b
1805_a,644_b
1805_a,865_b
2213_a,195_b
2213_a,426_b
2213_a,644_b
2213_a,865_b
2259_a,195_b
2259_a,426_b
2259_a,644_b
2259_a,865_b
2691_a,195_b
2691_a,426_b
2691_a,644_b
2691_a,865_b
286_a,435_b
286_a,523_b
286_a,627_b
286_a,705_b
641_a,435_b
641_a,523_b
641_a,627_b
641_a,705_b
1287_a,435_b
1287_a,523_b
1287_a,627_b
1287_a,705_b
3332_a,435_b
3332_a,523_b
3332_a,627_b
3332_a,705_b
1381_a,56_b
1381_a,86_b
1381_a,239_b
3056_a,56_b
3056_a,86_b
